#review	#polarity
직원의 서비스가 굉장히 불친절합니다. 사진과 객실시설도 좀 다릅니다. 작습니다. 직원의서비스의 많이불편했습니다. 이딴 서비스에 가격이면 차라리 다른곳가서 편히 쉬는게 나을듯합니다.	0
역삼 선릉 일대 최악의 숙박 경험. 방음도 잘 안되는 옆방에서 비명과 구타가 이어지는 남녀 싸움이 두시간 동안 지속되는 동안 직원들은 경찰 올 때까지 아무것도 안함. 여러번이나 프론트 전화 했음에도 불구하고 경찰만 기다린다고 함. 난방은 어찌나 쎄게 틀던지 숨도 쉬기 힘들어서 난방 줄여달라니 창문 열고 오분 있으면 된덴다. 한 겨울에 아침까지 창문 열어놓고 건조한 방에서 최악의 수면^^	0
화장실이 사진과 너무 다르고 청결하지 못하여 실망스러웠습니다.. 사진엔 욕조가 있었는데 욕조가 없었어요	0
강남이라서그런지몰라도가격대비별로였어요...방안바닥도얼룩지구세면대도라면국물같은거잇구또가고싶진않네요	0
어플에는 나와있지않은 실제 화장실 모습입니다 참고하세요 정말기분나쁘네요 사기꾼인가요? 소보원통해서 강력대응하겠습니다.	0
숙박하러 들어갔는데 대실주고 방청소를 안했나봐요콘돔껍데기 굴러다니고 이불도 지저분하게 묻어있고..이불교체해달라고 하려다가 시간도 늦고 다음날 일찍나가야해서 그냥 잤네요청소 깨끗이 해주시고 고객 응대할때 좀 더 친절했으면 좋겠습니다	0
비추천이요. 디럭스 룸인데 주말이라고 스탠다드 주셨네요^^ 참 사장님 대단하시네요.일요일 오후 2시부터 예약하고 갔습니다. 3만원으로 주말 대실 10시간이라 좀 이상하긴 했는데 사진이 워낙 깔끔해서 갔습니다. 분명 월풀이 있었는데 들어가니 월풀은 커녕 깔끔한 욕실도 아니고 수건은 구멍나있고 여기저기 땜질한 흔적이 많네요. 3만원에 10시간 하는 이유는 다 있습니다. 이딴식으로 소비자 기만하고 개판으로 하니깐 다신 않오죠^^ 사장님 장사 그렇게 하시는거 아닙니다.비추천합니다.	0
20시 23시 대실했는데 22시에 마감이라고 데스크에서 전화오고 못받았더니 올라와서 나가라고 산통 깨놓네요. 민망하고 불쾌했습니다.	0
저번에 이용하고도 좀 찝찝했지만 대실시간 길어서 한번 더 이용했어요. 우연히 또똑같은방을 받았는데 침대시트에 뭐가 지저분한게 묻어있네요. 욕조에는 누렇게 때같은게 묻어있었고요. 청결을 조금 더 신경 써주시면 완벽할거같아요. 어쩔수없는 경우 아니라면 더 이상 이용은 못할 것 같지만 부디 청결에 더욱 신경 써주세요.	0
정리할게 좀 있어서 준비하고 나가려는데 3분 늦게나온다고 전화와서 몇시까진데 지금도 자고있으면 안된다는둥 불친절하게 안내하는게 아쉽네요. 새로 오픈했다지만 옛날 모텔에 겉만 리모델링인것같습니다. 내부 인테리어 아쉽고 청결은 나름 괜찮았어요.	0
특실임에도 불구하고 바닥에 다른사람 머리카락들이 너무 많아서 걸어다닐수가 없었어요. 몇일동안 청소를 하지않은듯 싶습니다. 침대도 먼지가 굉장히 많았습니다.	0
불친절청결도 최악.. 티비쪽 테이블 먼지 수북하고 화장실 변기 왜케 더렵죠; 거울도 없고 샤워기도 고장나고방음이 안되는건지 화장실쪽이랑 그냥 방 전체에서 소음 장난 아님내돈주고 이런 최악의 방쓰는데 1회용품 천원, 체크인 시간 전에 들어가면 추가 비용 3만원임지금까지 다녀본 숙소들 중 가장 최악의 숙소	0
어제 이용했습니다. 있는 그대로 솔직히 리뷰 작성하는 거구요, 숙박시설 이용 시 위생과 청결을 우선시 하시는 분들은 제 리뷰 참고하시면 좋을 것 같습니다.처음에 506호 방 배정받았습니다.일단 처음에 방에 들어간 순간부터 경악했구요.시설이 낡은 건 둘째치고 위생 상태가 매우 좋지 않았습니다.보이는 곳만 대충 청소한 건지,바닥에 뭔가 떨어져서 늘러붙은 이물질이 많았고, 구석구석에 먼지가 너무 많았습니다. 곰팡이 슬은 듯 까만 부분도 많구요.무엇보다 침대가 너무 더러웠습니다. 이불을 들어보고, 베개를 치워보니 머리카락은 물론 먼지와 가장 경악스러운 건 피가 묻어있는 이불이 그대로 있더라구요. 세탁을 안했다기 보다는 했는데 지워지지 않은 것 같았지만 아무리 그래도 정말 찝찝했습니다.그리고 방음이 너무 안됐습니다. 옆방에 다른 팀이 들어왔는데 말하는 순간 바로 옆에서 말하는 건가 싶을만큼 너무 방음이 안됐어요. 대화 내용까지 알아들을 정도였고, 프런트에서 전화오는 소리까지 들렸습니다.도저히 못잘것 같아서 방 바꿔달라고 요청 드렸고,두번째 배정받은 방은 608호였습니다. 가장 끝방이었기에 바로 방이 붙어있지 않아 방음은 괜찮았습니다.그런데 마찬가지로 위생 상태는 좋지 않았습니다. 불행인지 다행인지 그 전보다는 나았지만, 침대 베개 커버에 여자의 파운데이션이 묻어있었고 군데군데 이물질도 묻어있었구요.침대 이불 들춰보니 인체 내부에서 흘러나온 듯한 액체자국..... 도 있었습니다.또 바꿔달라고 하기도 그렇고, 다음날 아침 일찍 나가야하는 상황이라 여러가지로 그냥 꾹 눌러참고 방 이용하긴 했지만진짜 제 돈주고 잤다는 사실이 억울할 정도였습니다.리뷰가 많은 편이라 의심하지 않고 이용했던 제 탓이겠지만저와 같은 분들이 없길 바라는 마음에 긴 글 남깁니다.	0
들어가기전 문이 열려있어서 벌레가 들어와있었고사진과 아예다른방이어서 프론트에 문의했더니만실이라고 바꿔줄수없대서 그냥 들어갔는데주변방들 몇개는 비어있더라구요윗방 물소리나 티비소리도 다들려서 방음도 안되요근처 다른곳 가시는게 나을것 같아요	0
여러분 사진에 속지마세요 사진이랑 너무다릅니다 이벤트 디럭스 방으로 예약 했는대 이렇게 달라요..그래놓고 다른방 옮길거면 돈추가하랍니다. 오히려손님한테 더따지고 다른 지역 살아서 어쩔수 없이 돈 추가 하고 딴방 갔네요 저같이 이런 피해 받지 마세요 님들..!	0
두번다시 이용하고싶지 않아요일부러 고르고 골라 일반룸도아니고 스위트로 했는데 사진과는 딴판이고 밤새도록 욕실에 물흐르는 소리와 욕실 세면대 손잡이랑 수도꼭지 다 흔들거리고 멀쩡한게 없고 에어컨있는대 콘센트 연결부위는 곰팡이와 물이 흘러 무너지게 생겼고방은 너무 춥고 정말 다별로였어요사진 다 찍어서 사장님 보시라고 올리려다 참아요방 컨디션좀 확인하고 예약을 받으세요수리할것운 하고 방을 돌려야죠무슨 장사를 하겠다는건지	0
방에 담배냄새가 심합니다. 비흡연자로써 계속 환기해도 머리아프네요.... 침대 청결상태 최악입니다. 갈색 딱갱이? 같은게 가득 있었어요... 털어도털어도 계속 나와요 도대체 그게뭐죠... 2시퇴실인줄알고 예약했는데 12시퇴실이네요. 객실이용에 참고하세요	0
이용도 안했는데 취소도 못하게 이용완료 눌러놨네요??????? 취소해주시죠?	0
신촌 놀러와서 잠시 쉬고 갔는데..1. 사진과 구조가 많이 다르고,2. 비품 상태 매우 빈약하고,3. 방음시설 매우 취약하고,4. 직원 친절도 매우 불친절하고,5. 비추 합니다.	0
사진에있는 객실이아니였고 딴판인 숙소로 갔어요그래서 뭔가 사기먹은것 같습니다..건물외부만 좋았고 실망했습니다직원 분들은 친절하셨는데다음번엔 다시 안갈것같네요.	0
방음이 전혀 되지않아 잠을 잘수가 없네요복도에 사람 지나다닐때마다 시끄러워요	0
사실 여기 가격대비 문제가 조금있네요두세번 갔고 다 스위트 이용했어요.습한건 둘째치고 수건 3장이 다인점의자들 쿠션 다 꺼져있고샤워기 헤드 고장난 적도 있구요매트리스도 좀 딱딱해요...것보다 처음에 저희가 바쁠때비품비 천원이래서 만원드렸는데거스름돈도 안주시고;;저희도 여행때문에 양손가득 짐이 한가득이라나오고 나서야 알게 됐네요.여긴 이제 다신 안올것 같아요..	0
일부러 예약시간보다 좀 늦게 갔는데도 바로 들어가지 못했고, 의자도 배치되어 있지 않아서 서서 기다려야했어요. 그럼에도 직원분들 죄송하단 말도 없었고요. 유쾌하지 않네요.	0
최악입니다 자야되는데 불이 안꺼져서 해결 부탁드렸는데 대처도이상하고 환불도 안된다하고 뭐하는건지 진짜 별로입니다 이곳그런 문제생겨서 이 새벽에 나가네요 진짜 열받는데 빠른 환불 부탁드립니다	0
여자친구란 이용했는데 주차시설은 괜찮았지만 주차장 천장에서 석회물 떨어져서 세차하고 갔는데 차 다더러워졌네요.그건 둘 째 치고 객식 올라갓더니 화장실 머리카락 물 그대로있고 휴지도바닥에 쓴것들이 굴러다니고 물밟아서 양말 다젖고 객실 옮겨달라해서 옮겼는데 그 객실도 도찐개찐 침대 구석에 담배꽁초에 습기는 또 얼마나 많던지 에어컨 냉매가스 다된건지 찬바람도 안나오고 이야기하려다가 직원분 고생시키는거같아 죄송해서 말씀안드리고 묵었습니다.청결상태 조금 많이 불량했구요.. 직원분은 친절하셨습니다.주차장 석회물은 차량 부식을 일으킬수도있고 워터스팟으로 지워지지않고 남을수도있는 물이라 보강하셔야 할듯합니다.	0
너무 더러워요 담배냄새랑 굽굽한 곰팡이냄새...게다가 에어컨이 너무 시끄러워서 잠도 못잤네요	0
새벽에단수되서 씻지도못하구 아침에는 물이나오긴하는데 졸졸나오더라고요 저가간날에만그런거겠죠 그거빼고는 그럭저럭괜찮았아요	0
사진빨에 속았네요.노후화된 객실이구요.청소또한 안한티 대충한티가 너무 납니다.막판엔 물도 안나오더군요	0
제 리뷰를 본다면 이용하지마세요사진보고 괜찮아 보여서 예약했습니다화장실 신발에 곰팡이 토하는줄 알았습니다 룸컨디션 최악 너무 오래돼서일까요그흔한 빗조차 없는방 욕조 옆면에 찌든곰팡이 타일사이사이 깜짝 놀랐네요침대빼고는 모든게 별로였습니다그리고 분명 7시까지 이용하는거로 돼있는데6시45분 부터 방문을 쾅쾅쾅쾅 두드려돼는 직원객실 전화는 왜있는거죠???핸드폰으로 전화해서 10분전이다 그와중에도 문밖으로 쾅쾅쾅 두들기고 있고 진짜열받아서 물어봤더니 자기네는 원래 그렇게한다?이런곳은 처음이네요 서비스를 바란것도 아니지만적어도 이미지를 깎아먹을 필요는 없을텐데 다시는 이용할일도 없겠지만 정말 직원들 교육부터 똑바로 시키세요 누가 안나갈까봐 퇴실시간전부터 룸으로 전화하는것도아니고 방문 쾅쾅쾅!!!! 두들기는건 어디서 배워먹은건지 반대로 본인이 겪어도 좋은경험은 아닐것같네요 최악 최악	0
토너스킨이 2개씩있는데 누가 쓴 상태로 있어서 놀랐고 바디워시가 하필이면 제가 지낸방에 없어서 또 놀랐고 화장실안 선반의문은 떨어져나갈까봐 놀랐습니다.너무 겉만 번지르하게 해둔 느낌입니다	0
컴퓨터가 안되고세면대 호스가 빠져서 물이 새고화장실 불이 너무 어둡고티비도 꺼졋다켜졋다하고헤어드라이기도 너무 약해요샤워가운도 준비안되서 찾으러가야했고그래도 에어컨은 빵빵하게 나오네요 냄새도 없고	0
일단 시설은 그냥 평범 깔끔합니다. 벌레가 좀 날아다니던거 빼면 깔끔.숙박은 카운터가 너무 불친절.아무리 체크인시간전이라해도 10분 20분전에왔는데 안된다고 완전 거부당함. 2, 3시간전에 왔으면 말도안함. 하지만 체크인시간 땡 되면 방이 있다고함. 유도리가없음. 문앞에서 15분서있다가 땡하자마자 방 받음. 방이있어도 그기준아니면 유도리없는듯. 이 리뷰남겨도 만실은 되겠지만 여러분은 알고 시간 땡 맞춰서가세요	0
